Driver,DriverNumber,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,FreshTyre,Team,TrackStatus,IsPersonalBest,LapTimeSeconds,GrandPrix,Year
NOR,4,45.0,0 days 00:01:32.205000,0 days 00:00:33.639000,0 days 00:00:29.138000,0 days 00:00:29.428000,SOFT,14.0,False,McLaren,1,False,92.205,Saudi Arabia,2024
NOR,4,46.0,0 days 00:01:32.502000,0 days 00:00:33.904000,0 days 00:00:29.141000,0 days 00:00:29.457000,SOFT,15.0,False,McLaren,1,False,92.502,Saudi Arabia,2024
NOR,4,47.0,0 days 00:01:32.153000,0 days 00:00:33.589000,0 days 00:00:29.131000,0 days 00:00:29.433000,SOFT,16.0,False,McLaren,1,False,92.153,Saudi Arabia,2024
NOR,4,48.0,0 days 00:01:32.369000,0 days 00:00:33.734000,0 days 00:00:29.088000,0 days 00:00:29.547000,SOFT,17.0,False,McLaren,1,False,92.369,Saudi Arabia,2024
NOR,4,49.0,0 days 00:01:32.388000,0 days 00:00:33.667000,0 days 00:00:29.131000,0 days 00:00:29.590000,SOFT,18.0,False,McLaren,1,False,92.388,Saudi Arabia,2024
NOR,4,50.0,0 days 00:01:32.841000,0 days 00:00:33.771000,0 days 00:00:29.282000,0 days 00:00:29.788000,SOFT,19.0,False,McLaren,1,False,92.841,Saudi Arabia,2024
HAM,44,1.0,0 days 00:01:40.900000,,0 days 00:00:30.084000,0 days 00:00:30.266000,MEDIUM,1.0,True,Mercedes,1,False,100.9,Saudi Arabia,2024
HAM,44,2.0,0 days 00:01:35.541000,0 days 00:00:36.082000,0 days 00:00:29.801000,0 days 00:00:29.658000,MEDIUM,2.0,True,Mercedes,1,True,95.541,Saudi Arabia,2024
HAM,44,3.0,0 days 00:01:35.184000,0 days 00:00:35.620000,0 days 00:00:29.818000,0 days 00:00:29.746000,MEDIUM,3.0,True,Mercedes,1,True,95.184,Saudi Arabia,2024
HAM,44,4.0,0 days 00:01:35.672000,0 days 00:00:35.622000,0 days 00:00:29.971000,0 days 00:00:30.079000,MEDIUM,4.0,True,Mercedes,1,False,95.672,Saudi Arabia,2024
HAM,44,5.0,0 days 00:01:35.107000,0 days 00:00:35.365000,0 days 00:00:29.797000,0 days 00:00:29.945000,MEDIUM,5.0,True,Mercedes,1,True,95.107,Saudi Arabia,2024
HAM,44,6.0,0 days 00:01:35.077000,0 days 00:00:35.389000,0 days 00:00:29.730000,0 days 00:00:29.958000,MEDIUM,6.0,True,Mercedes,12,True,95.077,Saudi Arabia,2024
HAM,44,7.0,0 days 00:02:08.128000,0 days 00:00:41.279000,0 days 00:00:42.517000,0 days 00:00:44.332000,MEDIUM,7.0,True,Mercedes,24,False,128.128,Saudi Arabia,2024
HAM,44,8.0,,0 days 00:00:58.375000,0 days 00:00:57.107000,0 days 00:00:58.149000,MEDIUM,8.0,True,Mercedes,4,False,,Saudi Arabia,2024
HAM,44,9.0,,0 days 00:00:56.308000,0 days 00:00:48.762000,0 days 00:00:54.121000,MEDIUM,9.0,True,Mercedes,41,False,,Saudi Arabia,2024
HAM,44,10.0,0 days 00:01:35.257000,0 days 00:00:36.023000,0 days 00:00:29.399000,0 days 00:00:29.835000,MEDIUM,10.0,True,Mercedes,1,False,95.257,Saudi Arabia,2024
HAM,44,11.0,0 days 00:01:34.334000,0 days 00:00:35.119000,0 days 00:00:29.502000,0 days 00:00:29.713000,MEDIUM,11.0,True,Mercedes,1,True,94.334,Saudi Arabia,2024
HAM,44,12.0,0 days 00:01:34.018000,0 days 00:00:34.807000,0 days 00:00:29.506000,0 days 00:00:29.705000,MEDIUM,12.0,True,Mercedes,1,True,94.018,Saudi Arabia,2024
HAM,44,13.0,0 days 00:01:35.312000,0 days 00:00:36.142000,0 days 00:00:29.596000,0 days 00:00:29.574000,MEDIUM,13.0,True,Mercedes,1,False,95.312,Saudi Arabia,2024
HAM,44,14.0,0 days 00:01:34.341000,0 days 00:00:34.994000,0 days 00:00:29.546000,0 days 00:00:29.801000,MEDIUM,14.0,True,Mercedes,1,False,94.341,Saudi Arabia,2024
HAM,44,15.0,0 days 00:01:35.355000,0 days 00:00:36.045000,0 days 00:00:29.690000,0 days 00:00:29.620000,MEDIUM,15.0,True,Mercedes,1,False,95.355,Saudi Arabia,2024
HAM,44,16.0,0 days 00:01:34.435000,0 days 00:00:35.036000,0 days 00:00:29.551000,0 days 00:00:29.848000,MEDIUM,16.0,True,Mercedes,1,False,94.435,Saudi Arabia,2024
HAM,44,17.0,0 days 00:01:34.811000,0 days 00:00:35.564000,0 days 00:00:29.468000,0 days 00:00:29.779000,MEDIUM,17.0,True,Mercedes,1,False,94.811,Saudi Arabia,2024
HAM,44,18.0,0 days 00:01:34.307000,0 days 00:00:34.882000,0 days 00:00:29.588000,0 days 00:00:29.837000,MEDIUM,18.0,True,Mercedes,1,False,94.307,Saudi Arabia,2024
HAM,44,19.0,0 days 00:01:34.524000,0 days 00:00:35.163000,0 days 00:00:29.567000,0 days 00:00:29.794000,MEDIUM,19.0,True,Mercedes,1,False,94.524,Saudi Arabia,2024
HAM,44,20.0,0 days 00:01:34.225000,0 days 00:00:34.860000,0 days 00:00:29.553000,0 days 00:00:29.812000,MEDIUM,20.0,True,Mercedes,1,False,94.225,Saudi Arabia,2024
HAM,44,21.0,0 days 00:01:34.016000,0 days 00:00:34.763000,0 days 00:00:29.480000,0 days 00:00:29.773000,MEDIUM,21.0,True,Mercedes,1,True,94.016,Saudi Arabia,2024
HAM,44,22.0,0 days 00:01:34.419000,0 days 00:00:35.066000,0 days 00:00:29.586000,0 days 00:00:29.767000,MEDIUM,22.0,True,Mercedes,1,False,94.419,Saudi Arabia,2024
HAM,44,23.0,0 days 00:01:34.041000,0 days 00:00:34.829000,0 days 00:00:29.483000,0 days 00:00:29.729000,MEDIUM,23.0,True,Mercedes,1,False,94.041,Saudi Arabia,2024
HAM,44,24.0,0 days 00:01:34.025000,0 days 00:00:34.845000,0 days 00:00:29.441000,0 days 00:00:29.739000,MEDIUM,24.0,True,Mercedes,1,False,94.025,Saudi Arabia,2024
HAM,44,25.0,0 days 00:01:33.532000,0 days 00:00:34.498000,0 days 00:00:29.364000,0 days 00:00:29.670000,MEDIUM,25.0,True,Mercedes,1,True,93.532,Saudi Arabia,2024
HAM,44,26.0,0 days 00:01:33.518000,0 days 00:00:34.498000,0 days 00:00:29.387000,0 days 00:00:29.633000,MEDIUM,26.0,True,Mercedes,1,True,93.518,Saudi Arabia,2024
HAM,44,27.0,0 days 00:01:33.918000,0 days 00:00:34.772000,0 days 00:00:29.393000,0 days 00:00:29.753000,MEDIUM,27.0,True,Mercedes,1,False,93.918,Saudi Arabia,2024
HAM,44,28.0,0 days 00:01:33.560000,0 days 00:00:34.565000,0 days 00:00:29.320000,0 days 00:00:29.675000,MEDIUM,28.0,True,Mercedes,1,False,93.56,Saudi Arabia,2024
HAM,44,29.0,0 days 00:01:33.567000,0 days 00:00:34.579000,0 days 00:00:29.359000,0 days 00:00:29.629000,MEDIUM,29.0,True,Mercedes,1,False,93.567,Saudi Arabia,2024
HAM,44,30.0,0 days 00:01:33.354000,0 days 00:00:34.562000,0 days 00:00:29.249000,0 days 00:00:29.543000,MEDIUM,30.0,True,Mercedes,1,True,93.354,Saudi Arabia,2024
HAM,44,31.0,0 days 00:01:33.384000,0 days 00:00:34.454000,0 days 00:00:29.342000,0 days 00:00:29.588000,MEDIUM,31.0,True,Mercedes,1,False,93.384,Saudi Arabia,2024
HAM,44,32.0,0 days 00:01:33.406000,0 days 00:00:34.534000,0 days 00:00:29.297000,0 days 00:00:29.575000,MEDIUM,32.0,True,Mercedes,1,False,93.406,Saudi Arabia,2024
HAM,44,33.0,0 days 00:01:33.360000,0 days 00:00:34.510000,0 days 00:00:29.199000,0 days 00:00:29.651000,MEDIUM,33.0,True,Mercedes,1,False,93.36,Saudi Arabia,2024
HAM,44,34.0,0 days 00:01:33.693000,0 days 00:00:34.622000,0 days 00:00:29.317000,0 days 00:00:29.754000,MEDIUM,34.0,True,Mercedes,1,False,93.693,Saudi Arabia,2024
HAM,44,35.0,0 days 00:01:33.742000,0 days 00:00:34.844000,0 days 00:00:29.297000,0 days 00:00:29.601000,MEDIUM,35.0,True,Mercedes,1,False,93.742,Saudi Arabia,2024
HAM,44,36.0,0 days 00:01:35.967000,0 days 00:00:34.588000,0 days 00:00:29.352000,0 days 00:00:32.027000,MEDIUM,36.0,True,Mercedes,1,False,95.967,Saudi Arabia,2024
HAM,44,37.0,0 days 00:01:49.485000,0 days 00:00:51.107000,0 days 00:00:29.127000,0 days 00:00:29.251000,SOFT,4.0,False,Mercedes,1,False,109.485,Saudi Arabia,2024
HAM,44,38.0,0 days 00:01:31.746000,0 days 00:00:33.995000,0 days 00:00:28.878000,0 days 00:00:28.873000,SOFT,5.0,False,Mercedes,1,True,91.746,Saudi Arabia,2024
HAM,44,39.0,0 days 00:01:32.315000,0 days 00:00:34.456000,0 days 00:00:28.846000,0 days 00:00:29.013000,SOFT,6.0,False,Mercedes,1,False,92.315,Saudi Arabia,2024
HAM,44,40.0,0 days 00:01:32.370000,0 days 00:00:34.188000,0 days 00:00:28.938000,0 days 00:00:29.244000,SOFT,7.0,False,Mercedes,1,False,92.37,Saudi Arabia,2024
HAM,44,41.0,0 days 00:01:32.201000,0 days 00:00:34.196000,0 days 00:00:28.857000,0 days 00:00:29.148000,SOFT,8.0,False,Mercedes,1,False,92.201,Saudi Arabia,2024
HAM,44,42.0,0 days 00:01:32.027000,0 days 00:00:34.075000,0 days 00:00:28.770000,0 days 00:00:29.182000,SOFT,9.0,False,Mercedes,1,False,92.027,Saudi Arabia,2024
HAM,44,43.0,0 days 00:01:32.041000,0 days 00:00:34.125000,0 days 00:00:28.810000,0 days 00:00:29.106000,SOFT,10.0,False,Mercedes,1,False,92.041,Saudi Arabia,2024
HAM,44,44.0,0 days 00:01:32.232000,0 days 00:00:34.288000,0 days 00:00:28.825000,0 days 00:00:29.119000,SOFT,11.0,False,Mercedes,1,False,92.232,Saudi Arabia,2024
HAM,44,45.0,0 days 00:01:31.943000,0 days 00:00:34.153000,0 days 00:00:28.802000,0 days 00:00:28.988000,SOFT,12.0,False,Mercedes,1,False,91.943,Saudi Arabia,2024
HAM,44,46.0,0 days 00:01:33.036000,0 days 00:00:34.709000,0 days 00:00:29.030000,0 days 00:00:29.297000,SOFT,13.0,False,Mercedes,1,False,93.036,Saudi Arabia,2024
HAM,44,47.0,0 days 00:01:32.106000,0 days 00:00:34.081000,0 days 00:00:28.818000,0 days 00:00:29.207000,SOFT,14.0,False,Mercedes,1,False,92.106,Saudi Arabia,2024
HAM,44,48.0,0 days 00:01:32.381000,0 days 00:00:34.186000,0 days 00:00:28.899000,0 days 00:00:29.296000,SOFT,15.0,False,Mercedes,1,False,92.381,Saudi Arabia,2024
HAM,44,49.0,0 days 00:01:32.615000,0 days 00:00:34.257000,0 days 00:00:28.931000,0 days 00:00:29.427000,SOFT,16.0,False,Mercedes,1,False,92.615,Saudi Arabia,2024
HAM,44,50.0,0 days 00:01:33.314000,0 days 00:00:34.397000,0 days 00:00:29.264000,0 days 00:00:29.653000,SOFT,17.0,False,Mercedes,1,False,93.314,Saudi Arabia,2024
RUS,63,1.0,0 days 00:01:40.459000,,0 days 00:00:29.989000,0 days 00:00:30.438000,MEDIUM,1.0,True,Mercedes,1,False,100.459,Saudi Arabia,2024
RUS,63,2.0,0 days 00:01:35.146000,0 days 00:00:35.762000,0 days 00:00:29.646000,0 days 00:00:29.738000,MEDIUM,2.0,True,Mercedes,1,True,95.146,Saudi Arabia,2024
RUS,63,3.0,0 days 00:01:35.219000,0 days 00:00:35.737000,0 days 00:00:29.727000,0 days 00:00:29.755000,MEDIUM,3.0,True,Mercedes,1,False,95.219,Saudi Arabia,2024
RUS,63,4.0,0 days 00:01:35.033000,0 days 00:00:35.522000,0 days 00:00:29.747000,0 days 00:00:29.764000,MEDIUM,4.0,True,Mercedes,1,True,95.033,Saudi Arabia,2024
RUS,63,5.0,0 days 00:01:35.150000,0 days 00:00:35.467000,0 days 00:00:29.730000,0 days 00:00:29.953000,MEDIUM,5.0,True,Mercedes,1,False,95.15,Saudi Arabia,2024
RUS,63,6.0,0 days 00:01:35.060000,0 days 00:00:35.505000,0 days 00:00:29.744000,0 days 00:00:29.811000,MEDIUM,6.0,True,Mercedes,12,False,95.06,Saudi Arabia,2024
RUS,63,7.0,0 days 00:02:08.836000,0 days 00:00:37.521000,0 days 00:00:46.108000,0 days 00:00:45.207000,MEDIUM,7.0,True,Mercedes,24,False,128.836,Saudi Arabia,2024
RUS,63,8.0,,0 days 00:01:07.888000,0 days 00:00:58.430000,0 days 00:00:57.258000,HARD,1.0,True,Mercedes,4,False,,Saudi Arabia,2024
RUS,63,9.0,,0 days 00:00:54.808000,0 days 00:00:49.031000,0 days 00:00:47.641000,HARD,2.0,True,Mercedes,41,False,,Saudi Arabia,2024
RUS,63,10.0,0 days 00:01:37.943000,0 days 00:00:37.722000,0 days 00:00:30.004000,0 days 00:00:30.217000,HARD,3.0,True,Mercedes,1,False,97.943,Saudi Arabia,2024
RUS,63,11.0,0 days 00:01:35.048000,0 days 00:00:35.820000,0 days 00:00:29.607000,0 days 00:00:29.621000,HARD,4.0,True,Mercedes,1,False,95.048,Saudi Arabia,2024
RUS,63,12.0,0 days 00:01:34.488000,0 days 00:00:35.327000,0 days 00:00:29.546000,0 days 00:00:29.615000,HARD,5.0,True,Mercedes,1,True,94.488,Saudi Arabia,2024
RUS,63,13.0,0 days 00:01:35.082000,0 days 00:00:35.530000,0 days 00:00:29.642000,0 days 00:00:29.910000,HARD,6.0,True,Mercedes,1,False,95.082,Saudi Arabia,2024
RUS,63,14.0,0 days 00:01:34.379000,0 days 00:00:35.046000,0 days 00:00:29.535000,0 days 00:00:29.798000,HARD,7.0,True,Mercedes,1,True,94.379,Saudi Arabia,2024
RUS,63,15.0,0 days 00:01:34.803000,0 days 00:00:35.346000,0 days 00:00:29.583000,0 days 00:00:29.874000,HARD,8.0,True,Mercedes,1,False,94.803,Saudi Arabia,2024
RUS,63,16.0,0 days 00:01:34.638000,0 days 00:00:35.196000,0 days 00:00:29.642000,0 days 00:00:29.800000,HARD,9.0,True,Mercedes,1,False,94.638,Saudi Arabia,2024
RUS,63,17.0,0 days 00:01:34.907000,0 days 00:00:35.144000,0 days 00:00:29.726000,0 days 00:00:30.037000,HARD,10.0,True,Mercedes,1,False,94.907,Saudi Arabia,2024
RUS,63,18.0,0 days 00:01:34.559000,0 days 00:00:35.218000,0 days 00:00:29.495000,0 days 00:00:29.846000,HARD,11.0,True,Mercedes,1,False,94.559,Saudi Arabia,2024
RUS,63,19.0,0 days 00:01:34.395000,0 days 00:00:35.139000,0 days 00:00:29.488000,0 days 00:00:29.768000,HARD,12.0,True,Mercedes,1,False,94.395,Saudi Arabia,2024
RUS,63,20.0,0 days 00:01:34.457000,0 days 00:00:35.093000,0 days 00:00:29.493000,0 days 00:00:29.871000,HARD,13.0,True,Mercedes,1,False,94.457,Saudi Arabia,2024
RUS,63,21.0,0 days 00:01:34.144000,0 days 00:00:34.966000,0 days 00:00:29.383000,0 days 00:00:29.795000,HARD,14.0,True,Mercedes,1,True,94.144,Saudi Arabia,2024
RUS,63,22.0,0 days 00:01:34.264000,0 days 00:00:34.970000,0 days 00:00:29.490000,0 days 00:00:29.804000,HARD,15.0,True,Mercedes,1,False,94.264,Saudi Arabia,2024
RUS,63,23.0,0 days 00:01:34.099000,0 days 00:00:34.763000,0 days 00:00:29.481000,0 days 00:00:29.855000,HARD,16.0,True,Mercedes,1,True,94.099,Saudi Arabia,2024
RUS,63,24.0,0 days 00:01:34.256000,0 days 00:00:35.064000,0 days 00:00:29.354000,0 days 00:00:29.838000,HARD,17.0,True,Mercedes,1,False,94.256,Saudi Arabia,2024
RUS,63,25.0,0 days 00:01:34.077000,0 days 00:00:35.002000,0 days 00:00:29.345000,0 days 00:00:29.730000,HARD,18.0,True,Mercedes,1,True,94.077,Saudi Arabia,2024
RUS,63,26.0,0 days 00:01:33.737000,0 days 00:00:34.921000,0 days 00:00:29.222000,0 days 00:00:29.594000,HARD,19.0,True,Mercedes,1,True,93.737,Saudi Arabia,2024
RUS,63,27.0,0 days 00:01:33.571000,0 days 00:00:34.788000,0 days 00:00:29.200000,0 days 00:00:29.583000,HARD,20.0,True,Mercedes,1,True,93.571,Saudi Arabia,2024
RUS,63,28.0,0 days 00:01:33.775000,0 days 00:00:34.708000,0 days 00:00:29.230000,0 days 00:00:29.837000,HARD,21.0,True,Mercedes,1,False,93.775,Saudi Arabia,2024
RUS,63,29.0,0 days 00:01:33.643000,0 days 00:00:34.730000,0 days 00:00:29.277000,0 days 00:00:29.636000,HARD,22.0,True,Mercedes,1,False,93.643,Saudi Arabia,2024
RUS,63,30.0,0 days 00:01:33.631000,0 days 00:00:34.659000,0 days 00:00:29.328000,0 days 00:00:29.644000,HARD,23.0,True,Mercedes,1,False,93.631,Saudi Arabia,2024
RUS,63,31.0,0 days 00:01:33.565000,0 days 00:00:34.639000,0 days 00:00:29.243000,0 days 00:00:29.683000,HARD,24.0,True,Mercedes,1,True,93.565,Saudi Arabia,2024
RUS,63,32.0,0 days 00:01:33.390000,0 days 00:00:34.602000,0 days 00:00:29.208000,0 days 00:00:29.580000,HARD,25.0,True,Mercedes,1,True,93.39,Saudi Arabia,2024
RUS,63,33.0,0 days 00:01:33.320000,0 days 00:00:34.610000,0 days 00:00:29.169000,0 days 00:00:29.541000,HARD,26.0,True,Mercedes,1,True,93.32,Saudi Arabia,2024
RUS,63,34.0,0 days 00:01:33.309000,0 days 00:00:34.543000,0 days 00:00:29.198000,0 days 00:00:29.568000,HARD,27.0,True,Mercedes,1,True,93.309,Saudi Arabia,2024
RUS,63,35.0,0 days 00:01:33.081000,0 days 00:00:34.496000,0 days 00:00:29.091000,0 days 00:00:29.494000,HARD,28.0,True,Mercedes,1,True,93.081,Saudi Arabia,2024
RUS,63,36.0,0 days 00:01:33.125000,0 days 00:00:34.449000,0 days 00:00:29.136000,0 days 00:00:29.540000,HARD,29.0,True,Mercedes,1,False,93.125,Saudi Arabia,2024
RUS,63,37.0,0 days 00:01:33.258000,0 days 00:00:34.474000,0 days 00:00:29.178000,0 days 00:00:29.606000,HARD,30.0,True,Mercedes,1,False,93.258,Saudi Arabia,2024
RUS,63,38.0,0 days 00:01:33.018000,0 days 00:00:34.454000,0 days 00:00:29.036000,0 days 00:00:29.528000,HARD,31.0,True,Mercedes,1,True,93.018,Saudi Arabia,2024
RUS,63,39.0,0 days 00:01:32.607000,0 days 00:00:34.309000,0 days 00:00:28.941000,0 days 00:00:29.357000,HARD,32.0,True,Mercedes,1,True,92.607,Saudi Arabia,2024
RUS,63,40.0,0 days 00:01:32.487000,0 days 00:00:34.210000,0 days 00:00:28.950000,0 days 00:00:29.327000,HARD,33.0,True,Mercedes,1,True,92.487,Saudi Arabia,2024
RUS,63,41.0,0 days 00:01:32.458000,0 days 00:00:34.172000,0 days 00:00:28.924000,0 days 00:00:29.362000,HARD,34.0,True,Mercedes,1,True,92.458,Saudi Arabia,2024
RUS,63,42.0,0 days 00:01:32.254000,0 days 00:00:34.061000,0 days 00:00:28.821000,0 days 00:00:29.372000,HARD,35.0,True,Mercedes,1,True,92.254,Saudi Arabia,2024
RUS,63,43.0,0 days 00:01:32.499000,0 days 00:00:34.162000,0 days 00:00:28.933000,0 days 00:00:29.404000,HARD,36.0,True,Mercedes,1,False,92.499,Saudi Arabia,2024
RUS,63,44.0,0 days 00:01:32.571000,0 days 00:00:34.256000,0 days 00:00:28.946000,0 days 00:00:29.369000,HARD,37.0,True,Mercedes,1,False,92.571,Saudi Arabia,2024
RUS,63,45.0,0 days 00:01:32.573000,0 days 00:00:34.325000,0 days 00:00:28.874000,0 days 00:00:29.374000,HARD,38.0,True,Mercedes,1,False,92.573,Saudi Arabia,2024
RUS,63,46.0,0 days 00:01:32.640000,0 days 00:00:34.342000,0 days 00:00:28.939000,0 days 00:00:29.359000,HARD,39.0,True,Mercedes,1,False,92.64,Saudi Arabia,2024
RUS,63,47.0,0 days 00:01:32.494000,0 days 00:00:34.327000,0 days 00:00:28.862000,0 days 00:00:29.305000,HARD,40.0,True,Mercedes,1,False,92.494,Saudi Arabia,2024
RUS,63,48.0,0 days 00:01:32.880000,0 days 00:00:34.605000,0 days 00:00:28.934000,0 days 00:00:29.341000,HARD,41.0,True,Mercedes,1,False,92.88,Saudi Arabia,2024
RUS,63,49.0,0 days 00:01:32.680000,0 days 00:00:34.431000,0 days 00:00:28.907000,0 days 00:00:29.342000,HARD,42.0,True,Mercedes,1,False,92.68,Saudi Arabia,2024
RUS,63,50.0,0 days 00:01:35.145000,0 days 00:00:34.509000,0 days 00:00:30.163000,0 days 00:00:30.473000,HARD,43.0,True,Mercedes,1,False,95.145,Saudi Arabia,2024
BOT,77,1.0,0 days 00:01:44.857000,,0 days 00:00:31.227000,0 days 00:00:30.579000,SOFT,1.0,True,Kick Sauber,1,False,104.857,Saudi Arabia,2024
BOT,77,2.0,0 days 00:01:38.474000,0 days 00:00:37.493000,0 days 00:00:30.680000,0 days 00:00:30.301000,SOFT,2.0,True,Kick Sauber,1,True,98.474,Saudi Arabia,2024
BOT,77,3.0,0 days 00:01:36.966000,0 days 00:00:36.222000,0 days 00:00:30.520000,0 days 00:00:30.224000,SOFT,3.0,True,Kick Sauber,1,True,96.966,Saudi Arabia,2024
BOT,77,4.0,0 days 00:01:36.417000,0 days 00:00:35.910000,0 days 00:00:30.330000,0 days 00:00:30.177000,SOFT,4.0,True,Kick Sauber,1,True,96.417,Saudi Arabia,2024
BOT,77,5.0,0 days 00:01:36.244000,0 days 00:00:35.837000,0 days 00:00:30.360000,0 days 00:00:30.047000,SOFT,5.0,True,Kick Sauber,1,True,96.244,Saudi Arabia,2024
BOT,77,6.0,0 days 00:01:36.225000,0 days 00:00:35.387000,0 days 00:00:30.125000,0 days 00:00:30.713000,SOFT,6.0,True,Kick Sauber,12,True,96.225,Saudi Arabia,2024
BOT,77,7.0,0 days 00:02:13.580000,0 days 00:00:46.378000,0 days 00:00:41.619000,0 days 00:00:45.583000,SOFT,7.0,True,Kick Sauber,24,False,133.58,Saudi Arabia,2024
BOT,77,8.0,,0 days 00:01:03.619000,0 days 00:00:53.450000,0 days 00:01:00.263000,HARD,1.0,True,Kick Sauber,4,False,,Saudi Arabia,2024
BOT,77,9.0,0 days 00:02:21.830000,0 days 00:00:51.317000,0 days 00:00:48.257000,0 days 00:00:42.256000,HARD,2.0,True,Kick Sauber,41,False,141.83,Saudi Arabia,2024
BOT,77,10.0,0 days 00:01:40.082000,0 days 00:00:38.709000,0 days 00:00:30.926000,0 days 00:00:30.447000,HARD,3.0,True,Kick Sauber,1,False,100.082,Saudi Arabia,2024
BOT,77,11.0,0 days 00:01:36.456000,0 days 00:00:36.431000,0 days 00:00:30.173000,0 days 00:00:29.852000,HARD,4.0,True,Kick Sauber,1,False,96.456,Saudi Arabia,2024
BOT,77,12.0,0 days 00:01:35.827000,0 days 00:00:35.578000,0 days 00:00:30.285000,0 days 00:00:29.964000,HARD,5.0,True,Kick Sauber,1,True,95.827,Saudi Arabia,2024
BOT,77,13.0,0 days 00:01:35.447000,0 days 00:00:35.489000,0 days 00:00:29.924000,0 days 00:00:30.034000,HARD,6.0,True,Kick Sauber,1,True,95.447,Saudi Arabia,2024
BOT,77,14.0,0 days 00:01:35.424000,0 days 00:00:35.414000,0 days 00:00:30.050000,0 days 00:00:29.960000,HARD,7.0,True,Kick Sauber,1,True,95.424,Saudi Arabia,2024
BOT,77,15.0,0 days 00:01:35.721000,0 days 00:00:35.380000,0 days 00:00:30.202000,0 days 00:00:30.139000,HARD,8.0,True,Kick Sauber,1,False,95.721,Saudi Arabia,2024
BOT,77,16.0,0 days 00:01:36.825000,0 days 00:00:35.638000,0 days 00:00:30.419000,0 days 00:00:30.768000,HARD,9.0,True,Kick Sauber,1,False,96.825,Saudi Arabia,2024
BOT,77,17.0,0 days 00:01:37.238000,0 days 00:00:36.446000,0 days 00:00:30.612000,0 days 00:00:30.180000,HARD,10.0,True,Kick Sauber,1,False,97.238,Saudi Arabia,2024
BOT,77,18.0,0 days 00:01:36.058000,0 days 00:00:35.531000,0 days 00:00:30.108000,0 days 00:00:30.419000,HARD,11.0,True,Kick Sauber,1,False,96.058,Saudi Arabia,2024
BOT,77,19.0,0 days 00:01:35.828000,0 days 00:00:35.387000,0 days 00:00:30.276000,0 days 00:00:30.165000,HARD,12.0,True,Kick Sauber,1,False,95.828,Saudi Arabia,2024
BOT,77,20.0,0 days 00:01:36.253000,0 days 00:00:35.663000,0 days 00:00:30.150000,0 days 00:00:30.440000,HARD,13.0,True,Kick Sauber,1,False,96.253,Saudi Arabia,2024
BOT,77,21.0,0 days 00:01:36.801000,0 days 00:00:36.614000,0 days 00:00:30.048000,0 days 00:00:30.139000,HARD,14.0,True,Kick Sauber,1,False,96.801,Saudi Arabia,2024
BOT,77,22.0,0 days 00:01:36.425000,0 days 00:00:36.244000,0 days 00:00:29.991000,0 days 00:00:30.190000,HARD,15.0,True,Kick Sauber,1,False,96.425,Saudi Arabia,2024
BOT,77,23.0,0 days 00:01:36.251000,0 days 00:00:35.641000,0 days 00:00:30.170000,0 days 00:00:30.440000,HARD,16.0,True,Kick Sauber,1,False,96.251,Saudi Arabia,2024
BOT,77,24.0,0 days 00:01:36.902000,0 days 00:00:36.506000,0 days 00:00:30.247000,0 days 00:00:30.149000,HARD,17.0,True,Kick Sauber,1,False,96.902,Saudi Arabia,2024
BOT,77,25.0,0 days 00:01:35.619000,0 days 00:00:35.557000,0 days 00:00:30.038000,0 days 00:00:30.024000,HARD,18.0,True,Kick Sauber,1,False,95.619,Saudi Arabia,2024
BOT,77,26.0,0 days 00:01:35.319000,0 days 00:00:35.298000,0 days 00:00:30.032000,0 days 00:00:29.989000,HARD,19.0,True,Kick Sauber,1,True,95.319,Saudi Arabia,2024
BOT,77,27.0,0 days 00:01:35.254000,0 days 00:00:35.279000,0 days 00:00:30.019000,0 days 00:00:29.956000,HARD,20.0,True,Kick Sauber,1,True,95.254,Saudi Arabia,2024
BOT,77,28.0,0 days 00:01:35.324000,0 days 00:00:35.381000,0 days 00:00:30.039000,0 days 00:00:29.904000,HARD,21.0,True,Kick Sauber,1,False,95.324,Saudi Arabia,2024
BOT,77,29.0,0 days 00:01:34.857000,0 days 00:00:35.074000,0 days 00:00:29.984000,0 days 00:00:29.799000,HARD,22.0,True,Kick Sauber,1,True,94.857,Saudi Arabia,2024
BOT,77,30.0,0 days 00:01:35.313000,0 days 00:00:35.378000,0 days 00:00:30.009000,0 days 00:00:29.926000,HARD,23.0,True,Kick Sauber,1,False,95.313,Saudi Arabia,2024
BOT,77,31.0,0 days 00:01:35.415000,0 days 00:00:35.237000,0 days 00:00:30.039000,0 days 00:00:30.139000,HARD,24.0,True,Kick Sauber,1,False,95.415,Saudi Arabia,2024
BOT,77,32.0,0 days 00:01:35.173000,0 days 00:00:35.252000,0 days 00:00:30.116000,0 days 00:00:29.805000,HARD,25.0,True,Kick Sauber,1,False,95.173,Saudi Arabia,2024
BOT,77,33.0,0 days 00:01:35.792000,0 days 00:00:35.706000,0 days 00:00:30.259000,0 days 00:00:29.827000,HARD,26.0,True,Kick Sauber,1,False,95.792,Saudi Arabia,2024
BOT,77,34.0,0 days 00:01:35.721000,0 days 00:00:35.876000,0 days 00:00:30.007000,0 days 00:00:29.838000,HARD,27.0,True,Kick Sauber,1,False,95.721,Saudi Arabia,2024
